Beds,Baths,SQFT,Price,Zip_Code,Address,Property_ID,Property_Type,URL,Price_Per_SQFT,Region
4.0,4.0,1981.0,325000.0,19104,"3872 Poplar St, Philadelphia, PA 19104",38673400,Unknown,https://www.redfin.com/PA/Philadelphia/3872-Poplar-St-19104/home/38673400,164.0585562847047,Philadelphia / Southeast PA Area
3.0,3.0,1500.0,195000.0,19104,"4009 Brown St, Philadelphia, PA 19104",38188901,Unknown,https://www.redfin.com/PA/Philadelphia/4009-Brown-St-19104/home/38188901,130.0,Philadelphia / Southeast PA Area
3.0,3.0,3100.0,549000.0,19104,"4019 Spring Garden St, Philadelphia, PA 19104",38183735,Unknown,https://www.redfin.com/PA/Philadelphia/4019-Spring-Garden-St-19104/home/38183735,177.09677419354838,Philadelphia / Southeast PA Area
6.0,5.0,1674.0,275000.0,19104,"3926 Fairmount Ave, Philadelphia, PA 19104",38669155,Unknown,https://www.redfin.com/PA/Philadelphia/3926-Fairmount-Ave-19104/home/38669155,164.27718040621266,Philadelphia / Southeast PA Area
6.0,2.5,2047.0,529000.0,19104,"3817 Hamilton St, Philadelphia, PA 19104",38662367,Unknown,https://www.redfin.com/PA/Philadelphia/3817-Hamilton-St-19104/home/38662367,258.4269662921348,Philadelphia / Southeast PA Area
2.0,1.5,666.0,210000.0,19104,"3915 Brandywine St, Philadelphia, PA 19104",39495358,Unknown,https://www.redfin.com/PA/Philadelphia/3915-Brandywine-St-19104/home/39495358,315.31531531531533,Philadelphia / Southeast PA Area
5.0,2.5,3730.0,1200000.0,19104,"4304-06 Osage Ave, Philadelphia, PA 19104",38741915,Unknown,https://www.redfin.com/PA/Philadelphia/4304-Osage-Ave-19104/home/38741915,321.71581769436995,Philadelphia / Southeast PA Area
3.0,4.0,1566.0,94900.0,19104,"735 N Holly St, Philadelphia, PA 19104",38187161,Unknown,https://www.redfin.com/PA/Philadelphia/735-N-Holly-St-19104/home/38187161,60.60025542784163,Philadelphia / Southeast PA Area
6.0,6.0,2712.0,985000.0,19104,"3627 Powelton Ave, Philadelphia, PA 19104",38662733,Unknown,https://www.redfin.com/PA/Philadelphia/3627-Powelton-Ave-19104/home/38662733,363.2005899705015,Philadelphia / Southeast PA Area
4.0,2.0,1650.0,440000.0,19104,"3633 Warren St, Philadelphia, PA 19104",38660180,Unknown,https://www.redfin.com/PA/Philadelphia/3633-Warren-St-19104/home/38660180,266.6666666666667,Philadelphia / Southeast PA Area
2.0,2.0,1250.0,129000.0,19104,"804 N Brooklyn St, Philadelphia, PA 19104",38195676,Unknown,https://www.redfin.com/PA/Philadelphia/804-N-Brooklyn-St-19104/home/38195676,103.2,Philadelphia / Southeast PA Area
3.0,2.0,1066.0,150000.0,19104,"4211 Parrish St, Philadelphia, PA 19104",38188707,Unknown,https://www.redfin.com/PA/Philadelphia/4211-Parrish-St-19104/home/38188707,140.71294559099437,Philadelphia / Southeast PA Area
2.0,2.5,2475.0,720000.0,19104,"4408 Locust St, Philadelphia, PA 19104",39476570,Unknown,https://www.redfin.com/PA/Philadelphia/4408-Locust-St-19104/home/39476570,290.90909090909093,Philadelphia / Southeast PA Area
3.0,2.5,1510.0,409000.0,19104,"322 N 42nd St, Philadelphia, PA 19104",38187017,Unknown,https://www.redfin.com/PA/Philadelphia/322-N-42nd-St-19104/home/38187017,270.86092715231786,Philadelphia / Southeast PA Area
3.0,1.0,2805.0,689000.0,19104,"4122 Chester Ave, Philadelphia, PA 19104",38739016,Unknown,https://www.redfin.com/PA/Philadelphia/4122-Chester-Ave-19104/home/38739016,245.63279857397504,Philadelphia / Southeast PA Area
3.0,1.0,1128.0,110000.0,19104,"4231 Parrish St, Philadelphia, PA 19104",38188698,Unknown,https://www.redfin.com/PA/Philadelphia/4231-Parrish-St-19104/home/38188698,97.51773049645391,Philadelphia / Southeast PA Area
7.0,2.5,1690.0,365000.0,19104,"4113 Spring Garden St, Philadelphia, PA 19104",38184077,Unknown,https://www.redfin.com/PA/Philadelphia/4113-Spring-Garden-St-19104/home/38184077,215.97633136094674,Philadelphia / Southeast PA Area
3.0,3.0,1374.0,329000.0,19111,"904 Princeton Ave, Philadelphia, PA 19111",39304994,Unknown,https://www.redfin.com/PA/Philadelphia/904-Princeton-Ave-19111/home/39304994,239.44687045123726,Philadelphia / Southeast PA Area
3.0,3.0,1560.0,355000.0,19111,"8030 Ferndale St, Philadelphia, PA 19111",39436002,Unknown,https://www.redfin.com/PA/Philadelphia/8030-Ferndale-St-19111/home/39436002,227.56410256410257,Philadelphia / Southeast PA Area
3.0,3.0,1284.0,350000.0,19111,"7611 Central Ave, Philadelphia, PA 19111",39435267,Unknown,https://www.redfin.com/PA/Philadelphia/7611-Central-Ave-19111/home/39435267,272.5856697819315,Philadelphia / Southeast PA Area
3.0,3.0,1704.0,325000.0,19111,"7960 Frontenac St, Philadelphia, PA 19111",39328014,Unknown,https://www.redfin.com/PA/Philadelphia/7960-Frontenac-St-19111/home/39328014,190.72769953051642,Philadelphia / Southeast PA Area
2.0,1.0,2072.0,419000.0,19111,"8459 Verree Rd, Philadelphia, PA 19111",39436067,Unknown,https://www.redfin.com/PA/Philadelphia/8459-Verree-Rd-19111/home/39436067,202.22007722007723,Philadelphia / Southeast PA Area
3.0,3.0,1100.0,228000.0,19111,"239 Higbee St, Philadelphia, PA 19111",38987792,Unknown,https://www.redfin.com/PA/Philadelphia/239-Higbee-St-19111/home/38987792,207.27272727272728,Philadelphia / Southeast PA Area
3.0,3.0,1700.0,369900.0,19111,"724 Longshore Ave, Philadelphia, PA 19111",39303948,Unknown,https://www.redfin.com/PA/Philadelphia/724-Longshore-Ave-19111/home/39303948,217.58823529411765,Philadelphia / Southeast PA Area
3.0,3.0,1750.0,389900.0,19111,"7142 Lawndale Ave, Philadelphia, PA 19111",39305753,Unknown,https://www.redfin.com/PA/Philadelphia/7142-Lawndale-Ave-19111/home/39305753,222.8,Philadelphia / Southeast PA Area
3.0,3.0,1764.0,435000.0,19111,"1332 Disston St, Philadelphia, PA 19111",39304359,Unknown,https://www.redfin.com/PA/Philadelphia/1332-Disston-St-19111/home/39304359,246.59863945578232,Philadelphia / Southeast PA Area
3.0,1.5,1056.0,285000.0,19111,"7632 Burholme Ave, Philadelphia, PA 19111",39434973,Unknown,https://www.redfin.com/PA/Philadelphia/7632-Burholme-Ave-19111/home/39434973,269.8863636363636,Philadelphia / Southeast PA Area
3.0,3.0,1056.0,329900.0,19111,"7635 Burholme Ave, Philadelphia, PA 19111",39434941,Unknown,https://www.redfin.com/PA/Philadelphia/7635-Burholme-Ave-19111/home/39434941,312.405303030303,Philadelphia / Southeast PA Area
3.0,3.0,1280.0,245000.0,19111,"1413 Magee Ave, Philadelphia, PA 19111",39302687,Unknown,https://www.redfin.com/PA/Philadelphia/1413-Magee-Ave-19111/home/39302687,191.40625,Philadelphia / Southeast PA Area
4.0,2.0,1920.0,389900.0,19111,"6500 Algon Ave, Philadelphia, PA 19111",39300714,Unknown,https://www.redfin.com/PA/Philadelphia/6500-Algon-Ave-19111/home/39300714,203.07291666666666,Philadelphia / Southeast PA Area
3.0,1.0,1152.0,168000.0,19111,"1326 Greeby St, Philadelphia, PA 19111",39300400,Unknown,https://www.redfin.com/PA/Philadelphia/1326-Greeby-St-19111/home/39300400,145.83333333333334,Philadelphia / Southeast PA Area
3.0,3.0,1940.0,424850.0,19111,"1121 Shelmire Ave, Philadelphia, PA 19111",39331340,Unknown,https://www.redfin.com/PA/Philadelphia/1121-Shelmire-Ave-19111/home/39331340,218.99484536082474,Philadelphia / Southeast PA Area
3.0,3.0,1440.0,315000.0,19111,"7811 N Fillmore St, Philadelphia, PA 19111",39434699,Unknown,https://www.redfin.com/PA/Philadelphia/7811-Fillmore-St-19111/home/39434699,218.75,Philadelphia / Southeast PA Area
3.0,3.0,1020.0,344900.0,19111,"7382 Shelbourne St, Philadelphia, PA 19111",39435625,Unknown,https://www.redfin.com/PA/Philadelphia/7382-Shelbourne-St-19111/home/39435625,338.1372549019608,Philadelphia / Southeast PA Area
4.0,1.5,1664.0,390000.0,19111,"7531 Watson St, Philadelphia, PA 19111",39435923,Unknown,https://www.redfin.com/PA/Philadelphia/7531-Watson-St-19111/home/39435923,234.375,Philadelphia / Southeast PA Area
3.0,3.0,1200.0,185000.0,19111,"7123 Tabor Ave, Philadelphia, PA 19111",39306642,Unknown,https://www.redfin.com/PA/Philadelphia/7123-Tabor-Ave-19111/home/39306642,154.16666666666666,Philadelphia / Southeast PA Area
4.0,1.0,1122.0,289900.0,19111,"1315 Hale St, Philadelphia, PA 19111",39299287,Unknown,https://www.redfin.com/PA/Philadelphia/1315-Hale-St-19111/home/39299287,258.3778966131907,Philadelphia / Southeast PA Area
3.0,3.0,1036.0,185000.0,19124,"4412 E Wingohocking St, Philadelphia, PA 19124",38657851,Unknown,https://www.redfin.com/PA/Philadelphia/4412-E-Wingohocking-St-19124/home/38657851,178.57142857142858,Philadelphia / Southeast PA Area
4.0,3.0,1362.0,220000.0,19124,"854 Foulkrod St, Philadelphia, PA 19124",38962726,Unknown,https://www.redfin.com/PA/Philadelphia/854-Foulkrod-St-19124/home/38962726,161.52716593245228,Philadelphia / Southeast PA Area
3.0,3.0,1172.0,99900.0,19124,"4735 Worth St, Philadelphia, PA 19124",38643146,Unknown,https://www.redfin.com/PA/Philadelphia/4735-Worth-St-19124/home/38643146,85.23890784982935,Philadelphia / Southeast PA Area
3.0,2.5,1064.0,264999.0,19124,"4531 Ditman St, Philadelphia, PA 19124",38640472,Unknown,https://www.redfin.com/PA/Philadelphia/4531-Ditman-St-19124/home/38640472,249.05921052631578,Philadelphia / Southeast PA Area
3.0,1.0,1022.0,225000.0,19124,"873 Granite St, Philadelphia, PA 19124",38965885,Unknown,https://www.redfin.com/PA/Philadelphia/873-Granite-St-19124/home/38965885,220.15655577299412,Philadelphia / Southeast PA Area
3.0,3.0,1280.0,222500.0,19124,"1738 Margaret, Philadelphia, PA 19124",38632704,Unknown,https://www.redfin.com/PA/Philadelphia/1738-Margaret-St-19124/home/38632704,173.828125,Philadelphia / Southeast PA Area
3.0,3.0,1022.0,239900.0,19124,"880 Granite St, Philadelphia, PA 19124",38964611,Unknown,https://www.redfin.com/PA/Philadelphia/880-Granite-St-19124/home/38964611,234.73581213307241,Philadelphia / Southeast PA Area
3.0,3.0,1971.0,265900.0,19124,"4673 Mulberry St, Philadelphia, PA 19124",38637597,Unknown,https://www.redfin.com/PA/Philadelphia/4673-Mulberry-St-19124/home/38637597,134.90613901572806,Philadelphia / Southeast PA Area
4.0,3.0,1600.0,285000.0,19124,"1515 Overington St, Philadelphia, PA 19124",38633365,Unknown,https://www.redfin.com/PA/Philadelphia/1515-Overington-St-19124/home/38633365,178.125,Philadelphia / Southeast PA Area
4.0,3.0,1380.0,150000.0,19124,"1836 Harrison St, Philadelphia, PA 19124",38635896,Unknown,https://www.redfin.com/PA/Philadelphia/1836-Harrison-St-19124/home/38635896,108.69565217391305,Philadelphia / Southeast PA Area
3.0,1.0,1428.0,285000.0,19124,"4727 Edmund St, Philadelphia, PA 19124",38640357,Unknown,https://www.redfin.com/PA/Philadelphia/4727-Edmund-St-19124/home/38640357,199.57983193277312,Philadelphia / Southeast PA Area
4.0,4.0,2024.0,155000.0,19124,"1007 Arrott St, Philadelphia, PA 19124",38653996,Unknown,https://www.redfin.com/PA/Philadelphia/1007-Arrott-St-19124/home/38653996,76.58102766798419,Philadelphia / Southeast PA Area
3.0,4.0,1439.0,149900.0,19124,"4438 Leiper St, Philadelphia, PA 19124",38659852,Unknown,https://www.redfin.com/PA/Philadelphia/4438-Leiper-St-19124/home/38659852,104.16956219596942,Philadelphia / Southeast PA Area
3.0,3.0,942.0,120000.0,19124,"5243 Hawthorne St, Philadelphia, PA 19124",39433161,Unknown,https://www.redfin.com/PA/Philadelphia/5243-Hawthorne-St-19124/home/39433161,127.38853503184713,Philadelphia / Southeast PA Area
3.0,2.0,960.0,75000.0,19124,"1435 Church St, Philadelphia, PA 19124",38651047,Unknown,https://www.redfin.com/PA/Philadelphia/1435-Church-St-19124/home/38651047,78.125,Philadelphia / Southeast PA Area
2.0,2.0,1070.0,185000.0,19124,"4229 Bennington St, Philadelphia, PA 19124",38901592,Unknown,https://www.redfin.com/PA/Philadelphia/4229-Bennington-St-19124/home/38901592,172.89719626168224,Philadelphia / Southeast PA Area
3.0,3.0,1470.0,160000.0,19124,"5103 Duffield St, Philadelphia, PA 19124",39432376,Unknown,https://www.redfin.com/PA/Philadelphia/5103-Duffield-St-19124/home/39432376,108.84353741496598,Philadelphia / Southeast PA Area
3.0,3.0,1000.0,230000.0,19124,"874 Anchor St, Philadelphia, PA 19124",38973087,Unknown,https://www.redfin.com/PA/Philadelphia/874-Anchor-St-19124/home/38973087,230.0,Philadelphia / Southeast PA Area
3.0,3.0,1230.0,94000.0,19124,"770 Smylie Rd, Philadelphia, PA 19124",38959788,Unknown,https://www.redfin.com/PA/Philadelphia/770-Smylie-Rd-19124/home/38959788,76.42276422764228,Philadelphia / Southeast PA Area
3.0,2.0,3292.0,395000.0,19128,"8962-62 Ridge Ave, Philadelphia, PA 19128",40304405,Unknown,https://www.redfin.com/PA/Philadelphia/8962-Ridge-Ave-19128/home/40304405,119.98784933171325,Philadelphia / Southeast PA Area
3.0,2.0,1117.0,399500.0,19128,"795 Hill Rd, Philadelphia, PA 19128",38572088,Unknown,https://www.redfin.com/PA/Philadelphia/795-Hill-Rd-19128/home/38572088,357.6544315129812,Philadelphia / Southeast PA Area
3.0,3.0,1440.0,375000.0,19128,"313 Gates St, Philadelphia, PA 19128",38529278,Unknown,https://www.redfin.com/PA/Philadelphia/313-Gates-St-19128/home/38529278,260.4166666666667,Philadelphia / Southeast PA Area
3.0,2.5,1287.0,430000.0,19128,"369 Livezey St, Philadelphia, PA 19128",38544789,Unknown,https://www.redfin.com/PA/Philadelphia/369-Livezey-St-19128/home/38544789,334.1103341103341,Philadelphia / Southeast PA Area
3.0,3.0,1773.0,439900.0,19128,"7709 Keiffer St, Philadelphia, PA 19128",38580378,Unknown,https://www.redfin.com/PA/Philadelphia/7709-Keiffer-St-19128/home/38580378,248.11054709531868,Philadelphia / Southeast PA Area
3.0,3.0,1356.0,300000.0,19128,"740 Cinnaminson St, Philadelphia, PA 19128",38572455,Unknown,https://www.redfin.com/PA/Philadelphia/740-Cinnaminson-St-19128/home/38572455,221.23893805309734,Philadelphia / Southeast PA Area
3.0,3.0,1842.0,385000.0,19128,"748 Hill Rd, Philadelphia, PA 19128",38572176,Unknown,https://www.redfin.com/PA/Philadelphia/748-Hill-Rd-19128/home/38572176,209.01194353963083,Philadelphia / Southeast PA Area
3.0,1.0,1900.0,615000.0,19128,"7501 Newland St, Philadelphia, PA 19128",38547999,Unknown,https://www.redfin.com/PA/Philadelphia/7501-Newland-St-19128/home/38547999,323.6842105263158,Philadelphia / Southeast PA Area
3.0,2.0,1125.0,315000.0,19128,"4334 Fleming St, Philadelphia, PA 19128",38523927,Unknown,https://www.redfin.com/PA/Philadelphia/4334-Fleming-St-19128/home/38523927,280.0,Philadelphia / Southeast PA Area
3.0,1.0,1301.0,353000.0,19128,"5430 Vicaris St, Philadelphia, PA 19128",38561406,Unknown,https://www.redfin.com/PA/Philadelphia/5430-Vicaris-St-19128/home/38561406,271.3297463489623,Philadelphia / Southeast PA Area
2.0,2.0,1083.0,209000.0,19128,"285 Shawmont Ave Unit D, Philadelphia, PA 19128",177313794,Unknown,https://www.redfin.com/PA/Philadelphia/285-Shawmont-Ave-19128/unit-D/home/177313794,192.98245614035088,Philadelphia / Southeast PA Area
3.0,3.0,1110.0,375000.0,19128,"3867 Manor St, Philadelphia, PA 19128",38526799,Unknown,https://www.redfin.com/PA/Philadelphia/3867-Manor-St-19128/home/38526799,337.8378378378378,Philadelphia / Southeast PA Area
4.0,4.0,1746.0,449900.0,19128,"6707 Cinnamon Dr, Philadelphia, PA 19128",38550650,Unknown,https://www.redfin.com/PA/Philadelphia/6707-Cinnamon-Dr-19128/home/38550650,257.67468499427264,Philadelphia / Southeast PA Area
3.0,4.0,1548.0,425000.0,19128,"7242 Valley Ave, Philadelphia, PA 19128",38580101,Unknown,https://www.redfin.com/PA/Philadelphia/7242-Valley-Ave-19128/home/38580101,274.54780361757105,Philadelphia / Southeast PA Area
2.0,2.0,906.0,319900.0,19128,"374 Fairway Ter, Philadelphia, PA 19128",38542576,Unknown,https://www.redfin.com/PA/Philadelphia/374-Fairway-Ter-19128/home/38542576,353.0905077262693,Philadelphia / Southeast PA Area
4.0,2.0,3007.0,790000.0,19128,"298 Delmar St Unit B, Philadelphia, PA 19128",195957746,Unknown,https://www.redfin.com/PA/Philadelphia/298-Delmar-St-19128/unit-B/home/195957746,262.7203192550715,Philadelphia / Southeast PA Area
3.0,3.0,1405.0,425000.0,19128,"674 Wendover St, Philadelphia, PA 19128",38558801,Unknown,https://www.redfin.com/PA/Philadelphia/674-Wendover-St-19128/home/38558801,302.491103202847,Philadelphia / Southeast PA Area
4.0,2.5,2166.0,479900.0,19128,"7528 Valley Ave, Philadelphia, PA 19128",38580474,Unknown,https://www.redfin.com/PA/Philadelphia/7528-Valley-Ave-19128/home/38580474,221.56048014773776,Philadelphia / Southeast PA Area
3.0,3.0,4406.0,675000.0,19128,"580 Wigard Ave, Philadelphia, PA 19128",38574940,Unknown,https://www.redfin.com/PA/Philadelphia/580-Wigard-Ave-19128/home/38574940,153.20018157058556,Philadelphia / Southeast PA Area
2.0,1.0,3416.0,849900.0,19128,"4359 Fleming St, Philadelphia, PA 19128",38523862,Unknown,https://www.redfin.com/PA/Philadelphia/4359-Fleming-St-19128/home/38523862,248.79976580796253,Philadelphia / Southeast PA Area
2.0,1.0,845.0,100000.0,15213,"4625 5th Ave #711, Pittsburgh, PA 15213",147535313,Unknown,https://www.redfin.com/PA/Pittsburgh/4625-Fifth-Ave-15213/unit-711/home/147535313,118.34319526627219,Pittsburgh Area
1.0,1.0,840.0,219900.0,15213,"5 Bayard Rd #810, Pittsburgh, PA 15213",74665138,Unknown,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-810/home/74665138,261.7857142857143,Pittsburgh Area
3.0,5.0,3555.0,1450000.0,15213,"333 Devonshire, Pittsburgh, PA 15213",74661971,Unknown,https://www.redfin.com/PA/Pittsburgh/333-Devonshire-St-15213/home/74661971,407.8762306610408,Pittsburgh Area
6.0,3.0,4106.0,1489000.0,15213,"4352 Centre Ave, Pittsburgh, PA 15213",73500354,Unknown,https://www.redfin.com/PA/Pittsburgh/4352-Centre-Ave-15213/home/73500354,362.64003896736483,Pittsburgh Area
5.0,4.5,5208.0,3600000.0,15213,"400 Devonshire St, Pittsburgh, PA 15213",74664451,Unknown,https://www.redfin.com/PA/Pittsburgh/400-Devonshire-St-15213/home/74664451,691.2442396313364,Pittsburgh Area
2.0,2.0,1730.0,354900.0,15213,"540 N Neville St #603, Pittsburgh, PA 15213",74665184,Unknown,https://www.redfin.com/PA/Pittsburgh/540-N-Neville-St-15213/unit-603/home/74665184,205.14450867052022,Pittsburgh Area
3.0,3.0,3242.0,799000.0,15213,"4323 Andover Ter, Pittsburgh, PA 15213",74567447,Unknown,https://www.redfin.com/PA/Pittsburgh/4323-Andover-Ter-15213/home/74567447,246.45280690931523,Pittsburgh Area
2.0,2.0,1336.0,295000.0,15213,"128 N Craig St #806, Pittsburgh, PA 15213",74664828,Unknown,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-806/home/74664828,220.80838323353294,Pittsburgh Area
3.0,2.0,1680.0,330000.0,15213,"128 N Craig St #303, Pittsburgh, PA 15213",74664775,Unknown,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-303/home/74664775,196.42857142857142,Pittsburgh Area
3.0,3.0,2589.0,895000.0,15213,"220 N Bellefield Ave #1102, Pittsburgh, PA 15213",73535674,Unknown,https://www.redfin.com/PA/Pittsburgh/220-N-Bellefield-Ave-15213/unit-1102/home/73535674,345.6933178833526,Pittsburgh Area
4.0,3.0,3650.0,400000.0,15213,"142 Robinson, Pittsburgh, PA 15213",74571128,Unknown,https://www.redfin.com/PA/Pittsburgh/142-Robinson-St-15213/home/74571128,109.58904109589041,Pittsburgh Area
1.0,1.0,1358.0,275000.0,15213,"825 Morewood Ave Ph 2, Pittsburgh, PA 15213",74665554,Unknown,https://www.redfin.com/PA/Pittsburgh/825-Morewood-Ave-15213/unit-2/home/74665554,202.5036818851252,Pittsburgh Area
1.0,1.0,856.0,189900.0,15213,"5 Bayard Rd #207, Pittsburgh, PA 15213",74664727,Unknown,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-207/home/74664727,221.84579439252337,Pittsburgh Area
3.0,2.5,1701.0,349900.0,15213,"3211 Joe Hammer Sq, Pittsburgh, PA 15213",74572134,Unknown,https://www.redfin.com/PA/Pittsburgh/3211-Joe-Hammer-Sq-15213/home/74572134,205.70252792475014,Pittsburgh Area
3.0,2.0,1907.0,575000.0,15213,"3363 Monroe St, Pittsburgh, PA 15213",73500364,Unknown,https://www.redfin.com/PA/Pittsburgh/3363-Monroe-St-15213/home/73500364,301.5207131620346,Pittsburgh Area
2.0,2.0,1323.0,335000.0,15213,"154 N Bellefield Ave #41, Pittsburgh, PA 15213",104463312,Unknown,https://www.redfin.com/PA/Pittsburgh/154-N-Bellefield-Ave-15213/unit-41/home/104463312,253.21239606953893,Pittsburgh Area
2.0,1.0,1607.0,375000.0,15213,"220 N Dithridge St #704, Pittsburgh, PA 15213",74567651,Unknown,https://www.redfin.com/PA/Pittsburgh/220-N-Dithridge-St-15213/unit-704/home/74567651,233.35407591785938,Pittsburgh Area
2.0,1.0,1267.0,284900.0,15213,"128 N Craig St #611, Pittsburgh, PA 15213",73579718,Unknown,https://www.redfin.com/PA/Pittsburgh/128-N-Craig-St-15213/unit-611/home/73579718,224.86187845303868,Pittsburgh Area
1.0,1.0,880.0,125000.0,15213,"5 Bayard Rd #514, Pittsburgh, PA 15213",74665114,Unknown,https://www.redfin.com/PA/Pittsburgh/5-Bayard-Rd-15213/unit-514/home/74665114,142.04545454545453,Pittsburgh Area
2.0,2.0,963.0,299000.0,15213,"166 N Dithridge St Unit 5G, Pittsburgh, PA 15213",74567678,Unknown,https://www.redfin.com/PA/Pittsburgh/166-N-Dithridge-St-15213/unit-5G/home/74567678,310.48805815160955,Pittsburgh Area
